0.000000	313.000000
316.000000	303.000000
631.000000	293.000000
934.000000	283.000000
1226.000000	273.000000
1511.000000	263.000000
1784.000000	253.000000
2047.000000	243.000000
2300.000000	233.000000
2545.000000	223.000000
2778.000000	213.000000
3000.000000	203.000000
3213.000000	193.000000
3418.000000	183.000000
3611.000000	173.000000
3795.000000	163.000000
3968.000000	153.000000
4131.000000	143.000000
4284.000000	133.000000
4428.000000	123.000000
4562.000000	113.000000
4685.000000	103.000000
4799.000000	93.000000
4995.000000	102.300003
5088.000000	112.530006
5190.000000	123.783012
5303.000000	136.161316
5429.000000	149.777451
5565.000000	164.755203
5715.000000	181.230728
5881.000000	199.353806
6061.000000	219.289185
6261.000000	241.218109
6481.000000	265.339935
6723.000000	291.873932
6989.000000	321.061340
7280.000000	353.167480
7603.000000	388.484222
7957.000000	427.332642
8344.000000	470.065918
8773.000000	517.072510
9243.000000	568.779785
9761.000000	625.657776
10329.000000	688.223572
10956.000000	757.045959
11645.000000	832.750549
13235.000000	822.750549
14067.000000	812.750549
14892.000000	802.750549
15705.000000	792.750549
16508.000000	782.750549
17301.000000	772.750549
18084.000000	762.750549
18858.000000	752.750549
19621.000000	742.750549
20375.000000	732.750549
21117.000000	722.750549
21851.000000	712.750549
22574.000000	702.750549
23286.000000	692.750549
23991.000000	682.750549
24684.000000	672.750549
25367.000000	662.750549
26039.000000	652.750549
26703.000000	642.750549
27355.000000	632.750549
28000.000000	622.750549
28633.000000	612.750549
29255.000000	602.750549
29869.000000	592.750549
30472.000000	582.750549
31065.000000	572.750549
31649.000000	562.750549
32221.000000	552.750549
32785.000000	542.750549
33337.000000	532.750549
33882.000000	522.750549
34415.000000	512.750549
34938.000000	502.750549
35451.000000	492.750549
35954.000000	482.750549
36447.000000	472.750549
36930.000000	462.750549
37403.000000	452.750549
37866.000000	442.750549
38319.000000	432.750549
38763.000000	422.750549
39195.000000	412.750549
39619.000000	402.750549
40031.000000	392.750549
40435.000000	382.750549
40829.000000	372.750549
41211.000000	362.750549
41585.000000	352.750549
41948.000000	342.750549
42301.000000	332.750549
42645.000000	322.750549
42978.000000	312.750549
43300.000000	302.750549
43614.000000	292.750549
43917.000000	282.750549
44209.000000	272.750549
44493.000000	262.750549
44766.000000	252.750549
45029.000000	242.750549
45282.000000	232.750549
45526.000000	222.750549
45759.000000	212.750549
45982.000000	202.750549
46194.000000	192.750549
46398.000000	182.750549
46591.000000	172.750549
46774.000000	162.750549
46948.000000	152.750549
47110.000000	142.750549
47263.000000	132.750549
47407.000000	122.750549
47540.000000	112.750549
47663.000000	102.750549
47777.000000	92.750549
47973.000000	102.025604
48065.000000	112.228165
48167.000000	123.450981
48280.000000	135.796082
48405.000000	149.375687
48541.000000	164.313263
48691.000000	180.744598
48856.000000	198.819061
49036.000000	218.700974
49235.000000	240.571075
49455.000000	264.628174
49696.000000	291.091003
49961.000000	320.200104
50252.000000	352.220123
50574.000000	387.442139
50926.000000	426.186371
51313.000000	468.805023
51741.000000	515.685547
52209.000000	567.254089
52726.000000	623.979492
53292.000000	686.377441
53918.000000	755.015198
54605.000000	830.516724
56190.000000	820.516724
57021.000000	810.516724
57843.000000	800.516724
58654.000000	790.516724
59455.000000	780.516724
60245.000000	770.516724
61025.000000	760.516724
61797.000000	750.516724
62558.000000	740.516724
63308.000000	730.516724
64049.000000	720.516724
64781.000000	710.516724
65502.000000	700.516724
66212.000000	690.516724
66914.000000	680.516724
67605.000000	670.516724
68284.000000	660.516724
68956.000000	650.516724
69617.000000	640.516724
70267.000000	630.516724
70909.000000	620.516724
71540.000000	610.516724
72160.000000	600.516724
72771.000000	590.516724
73372.000000	580.516724
73963.000000	570.516724
74544.000000	560.516724
75114.000000	550.516724
75676.000000	540.516724
76226.000000	530.516724
76767.000000	520.516724
77297.000000	510.516724
77819.000000	500.516724
78329.000000	490.516724
78831.000000	480.516724
79321.000000	470.516724
79803.000000	460.516724
80272.000000	450.516724
80734.000000	440.516724
81184.000000	430.516724
81626.000000	420.516724
82056.000000	410.516724
82478.000000	400.516724
82889.000000	390.516724
83289.000000	380.516724
83680.000000	370.516724
84060.000000	360.516724
84432.000000	350.516724
84793.000000	340.516724
85144.000000	330.516724
85485.000000	320.516724
85816.000000	310.516724
86136.000000	300.516724
86448.000000	290.516724
86749.000000	280.516724
87040.000000	270.516724
87321.000000	260.516724
87592.000000	250.516724
87853.000000	240.516724
88103.000000	230.516724
88344.000000	220.516724
88576.000000	210.516724
88797.000000	200.516724
89007.000000	190.516724
89208.000000	180.516724
89400.000000	170.516724
89580.000000	160.516724
89752.000000	150.516724
89912.000000	140.516724
90062.000000	130.516724
90203.000000	120.516724
90334.000000	110.516724
90456.000000	100.516724
90567.000000	90.516724
90758.000000	99.568398
90849.000000	109.525238
90949.000000	120.477768
91058.000000	132.525543
91179.000000	145.778107
91311.000000	160.355927
91459.000000	176.391525
91620.000000	194.030685
91796.000000	213.433762
91991.000000	234.777145
92204.000000	258.254852
92440.000000	284.080353
92698.000000	312.488403
92983.000000	343.737244
93295.000000	378.110962
93640.000000	415.922058
94017.000000	457.514282
94434.000000	503.265717
94893.000000	553.592285
95396.000000	608.951538
95950.000000	669.846680
96560.000000	736.831360
97229.000000	810.514526
97967.000000	891.565979
98778.000000	881.565979
99670.000000	871.565979
100552.000000	861.565979
101424.000000	851.565979
102285.000000	841.565979
103137.000000	831.565979
103980.000000	821.565979
104812.000000	811.565979
105634.000000	801.565979
106446.000000	791.565979
107247.000000	781.565979
108039.000000	771.565979
108822.000000	761.565979
109594.000000	751.565979
110355.000000	741.565979
111107.000000	731.565979
111850.000000	721.565979
112582.000000	711.565979
113302.000000	701.565979
114014.000000	691.565979
114717.000000	681.565979
115409.000000	671.565979
116090.000000	661.565979
116762.000000	651.565979
117424.000000	641.565979
118075.000000	631.565979
118718.000000	621.565979
119349.000000	611.565979
119972.000000	601.565979
120584.000000	591.565979
121185.000000	581.565979
121778.000000	571.565979
